context,question,answer
"标题：亚香股份大股东及高管拟高位“组团”减持 大股东此前已套现8697万元
内容：【亚香股份大股东及高管拟高位“组团”减持 大股东此前已套现8697万元】亚香股份（301220）4月2日晚间连发三份公告，均与减持有关。其中，持股5%以上股东昆山鼎龙博晖投资管理企业（有限合伙）计划自公告披露之日起15个交易日后的连续90个自然日内合计减持不超过242.4万股，不超过公司总股本比例3%。",亚香股份的大股东昆山鼎龙博晖投资管理企业（有限合伙）计划在多少个交易日内减持不超过公司总股本的3%？,计划在连续90个自然日内减持不超过公司总股本的3%。
"标题：小米SU7爆燃遇难者母亲清空事故相关微博
内容：【小米SU7爆燃遇难者母亲清空事故相关微博】今日，查询事故遇难者母亲“诗雨370491153”微博发现，她已清空所有有关这次小米事故的微博。此前，她曾在微博发布关于SU7爆燃事故经过以及对于女儿主要问题的回应。",小米SU7爆燃事故遇难者母亲为什么清空了微博？,小米SU7爆燃事故遇难者母亲清空了所有有关这次事故的微博，具体原因未明确说明，但可能与不想再提及或公开讨论此次事故相关。
"标题：OpenAI宣布推出AI Agent评测基准PaperBench
内容：【OpenAI宣布推出AI Agent评测基准PaperBench】当地时间4月2日，美国开放人工智能研究中心（OpenAI）宣布推出PaperBench——一个评估AI智能体复现前沿AI研究能力的基准。智能体需从零开始复现20篇ICML 2024 Spotlight和Oral论文，包括理解论文贡献、开发代码库并成功执行实验。",OpenAI推出的PaperBench是什么用于评估的基准？,PaperBench是一个评估AI智能体复现前沿AI研究能力的基准，智能体需从零开始复现20篇ICML 2024 Spotlight和Oral论文，包括理解论文贡献、开发代码库并成功执行实验。
"标题：西门子将斥资51亿美元收购生命科学研发软件公司Dotmatics
内容：【西门子将斥资51亿美元收购生命科学研发软件公司Dotmatics】当地时间4月2日，西门子宣布将斥资51亿美元收购生命科学研发软件公司Dotmatics，预计2026财年上半年完成交易。",西门子计划收购哪家生命科学研发软件公司？,Dotmatics
"标题：正力新能香港IPO今起招股 预计4月14日上市
内容：【正力新能香港IPO今起招股 预计4月14日上市】4月3日早间，正力新能在港交所公告，公司拟全球发售约1.22亿股H股，香港发售股份1215.24万股，国际发售股份约1.09亿股，另有约15%的超额配股权；2025年4月3日至4月9日招股；发售价为每股8.27港元，每手买卖单位为300股；预期股份将于2025年4月14日开始在香港联交所买卖。",正力新能的香港IPO什么时候开始招股？,正力新能的香港IPO于2025年4月3日至4月9日开始招股。
"标题：现货黄金亚盘早盘站上3160美元/盎司 续创历史新高
内容：现货黄金亚盘早盘站上3160美元/盎司，续创历史新高，日内涨0.85%。",现货黄金亚盘早盘的价格是多少？,3160美元/盎司
"标题：智能驾驶的安全边界不应被模糊：夸张营销与过度信任都需警惕
内容：【智能驾驶的安全边界不应被模糊：夸张营销与过度信任都需警惕】在业内人士看来，法律和行业标准都明确了驾驶员要在L2级别辅助驾驶中始终执行驾驶任务并负全责，强调驾驶员要做好驾车的第一责任人。但在现实场景中，部分车企及其高管夸大智能辅助驾驶技术能力的过度营销，与部分车主对这类技术以及这些高管夸张营销的过度信任，都在某种程度上扩大了智能辅助驾驶的安全风险。",驾驶员在L2级别辅助驾驶中需要承担什么责任？,驾驶员需要始终执行驾驶任务并负全责，做好驾车的第一责任人。
"标题：日经225指数期货早盘下跌4.8%
内容：日经225指数期货早盘下跌4.8%。",日经225指数期货早盘下跌了多少百分比？,4.8%
"标题：投资日历：周四资本市场大事提醒
内容：【投资日历：周四资本市场大事提醒】①今日暂无新股申购。②商务部定于4月3日举行新闻发布会，介绍近期商务领域重点工作有关情况。③第11届癌症免疫治疗大会（ITOC）将于4月3日至4月5日在德国慕尼黑召开等。",今天有新股申购吗？,今天暂无新股申购。
"标题：现货黄金日内涨幅扩大至1%
内容：现货黄金日内涨幅扩大至1%，报3163.28美元/盎司。",现货黄金的日内涨幅达到多少？,1%
"标题：最高资助20万元！常州新政支持住房困难工薪群体购房
内容：【最高资助20万元！常州新政支持住房困难工薪群体购房】最新发布！常州推出支持住房困难工薪群体购买自住新建商品住房现房、调整优化住房公积金缴存使用政策等举措，减轻住房困难工薪群体购房资金压力，更好更快满足群众租购住房需求。",常州新政对住房困难工薪群体购房的最高资助金额是多少？,最高资助20万元。
"标题：国金证券：关注宇树新发布灵巧手供应链
内容：【国金证券：关注宇树新发布灵巧手供应链】国金证券研报表示，当前我们认为 T 为代表的巨头供应链仍然是最核心投资主线，考虑 3-4 月灵巧手发布的事件催化，重点关注：（1）灵巧手的边际变化，即微型丝杠和触觉传感器；（2）关注宇树新发布灵巧手供应链，华为链关注极目机器人的发布进展；（3）关注低估值细分赛道头部公司估值重塑：长期格局看，细分赛道头部公司胜率仍然是最高的。",国金证券研报中提到的灵巧手相关投资主线的关注点有哪些？,国金证券研报中提到的灵巧手相关投资主线的关注点包括：（1）灵巧手的边际变化，即微型丝杠和触觉传感器；（2）宇树新发布灵巧手供应链；（3）华为链极目机器人的发布进展；（4）低估值细分赛道头部公司的估值重塑。
"标题：日本10年期国债收益率创下2024年8月以来最大跌幅
内容：受避险买盘影响，日本10年期国债收益率创下2024年8月以来最大跌幅。",日本10年期国债收益率在什么时候创下了最大跌幅？,2024年8月以来。
"标题：智谱携“沉思”加入Agent“混战” 记者实测结果来了！
内容：【智谱携“沉思”加入Agent“混战” 记者实测结果来了！】记者在实测中发现，“沉思”在思考过程中不仅速度较快，生成的旅游方案可媲美专业的旅行规划师；智谱CEO张鹏表示，AutoGLM更早是应用在手机端，本次“沉思”只不过是把它移到了PC上。",智谱AI的“沉思”在旅游方案生成上表现如何？,智谱AI的“沉思”生成的旅游方案可媲美专业的旅行规划师。
"标题：日韩股市开盘大跌
内容：【日韩股市开盘大跌】日经225指数周四开盘下跌1.9%，韩国KOSPI指数周四开盘下跌2.5%。",日经225指数周四开盘下跌了多少百分比？,1.9%
"标题：日经225指数、日本东证指数跌幅扩大至超3%
内容：日经225指数、日本东证指数跌幅扩大至超3%。",日经225指数和日本东证指数的跌幅达到了多少？,超过了3%。
"标题：鼎汉技术：向特定对象发行股票申请获深交所受理
内容：【鼎汉技术：向特定对象发行股票申请获深交所受理】鼎汉技术(300011)4月3日早间公告，公司向特定对象发行股票的申请获得深交所受理。该事项尚需通过深交所审核，并获得中国证监会同意注册后方可实施。",鼎汉技术向特定对象发行股票的申请获得了哪个机构的受理？,深交所
"标题：日经225指数跌幅扩大至4%
内容：日经225指数跌幅扩大至4%，本周累跌7.69%。",日经225指数本周累计跌幅是多少？,本周累跌7.69%。
"标题：韩国将宣布对汽车和造船企业的详细支持措施
内容：韩国将宣布对汽车和造船企业的详细支持措施。",韩国将宣布对哪些行业的企业提供详细支持措施？,汽车和造船企业。
"标题：第三届链博会广东推介会在广州举行
内容：【第三届链博会广东推介会在广州举行】4月2日，第三届链博会广东推介会在广州成功举办，中国贸促会会长任鸿斌、广东省副省长王胜共同出席活动。现场一批广东企业与中展集团签约参展第三届链博会，并公布了广东第一批专业观众和采购商名单。企业表示，链博会是参与国际产业分工、整合资源的宝贵机会。希望用好第三届链博会这一平台，充分展示自身优势，与产业链上下游伙伴积极开展合作对话，进一步扩大国际“朋友圈”。",第三届链博会广东推介会什么时候在广州举行的？,4月2日。
"标题：美参议院通过法案 终止特朗普对加拿大进口产品征收新关税
内容：【美参议院通过法案 终止特朗普对加拿大进口产品征收新关税】当地时间4月2日，央视记者获悉，美国参议院以51票对48票通过了一项法案，该法案将终止美国总统特朗普对加拿大进口商品征收的25%关税。",美国参议院通过的法案是什么内容？,该法案将终止美国总统特朗普对加拿大进口商品征收的25%关税。
"标题：全球最大规模二维半导体微处理器发布
内容：【全球最大规模二维半导体微处理器发布】记者2日从复旦大学获悉，全球首款基于二维半导体材料的32位RISC-V架构微处理器“无极”登上《自然》杂志。“无极”由复旦大学周鹏、包文中团队打造，是目前为止全球最大规模的二维半导体微处理器。",全球首款基于二维半导体材料的32位RISC-V架构微处理器叫什么名字？,无极
"标题：我科学家提出单原子催化剂设计全新理论模型
内容：【我科学家提出单原子催化剂设计全新理论模型】记者2日从中国科学技术大学获悉，该校路军岭教授团队与国内同行合作，创新性地将前线分子轨道理论引入单原子催化剂设计中。研究团队成功研发出兼具高活性和高稳定性的单原子加氢催化剂，实现了前线分子轨道理论在多相催化中的实验佐证与突破性应用。",中国科学技术大学的哪个教授团队参与了单原子催化剂设计全新理论模型的研究？,路军岭教授团队
"标题：韩国央行：将密切关注市场 必要时采取措施
内容：韩国央行称，将密切关注市场，必要时采取措施。",韩国央行会如何应对市场变化？,韩国央行将密切关注市场，必要时采取措施。
