question,contexts,answer,ground_truth
特朗普对外国汽车征收的关税是多少？,"['标题：特朗普25%的汽车关税可能使美国汽车制造商损失1080亿美元\n内容：美国汽车研究中心的一项最新分析发现，美国总统特朗普4月初实施的25%汽车关税将使美国汽车制造商 2025年的成本增加约1080亿美元。该机构周四发布的研究发现，底特律汽车制造商福特汽车、通用汽车和吉普车和公羊卡车制造商Stellantis的具体成本将增加420亿美元。研究估计，底特律三大汽车制造商每辆车的进口汽车零部件平均关税成本为4911美元，高于整个行业每辆车4239美元的平均水平。在进口汽车方面，研究发现整个行业的平均关税成本为每辆车8722美元，底特律三强的平均关税成本为8641美元。', '标题：特朗普重申汽车关税 称对外国汽车征收25%的关税午夜生效\n内容：特朗普重申汽车关税，称对外国汽车征收25%的关税午夜生效。']",特朗普对外国汽车征收的关税是25%。,25%
特朗普讲话时，哪些货币抹去了跌幅？,"['标题：墨西哥比索和巴西雷亚尔在特朗普讲话之际抹去跌幅\n内容：墨西哥比索和巴西雷亚尔在特朗普讲话之际抹去跌幅。', '标题：美国总统特朗普：通货膨胀降低了\n内容：美国总统特朗普表示，通货膨胀降低了。']",墨西哥比索和巴西雷亚尔在特朗普讲话之际抹去了跌幅。,墨西哥比索和巴西雷亚尔。
美国10年期国债收益率上涨了多少个基点，达到多少百分比？,"['标题：美国10年期国债收益率上升10个基点至4.28%\n内容：美国10年期国债收益率上升10个基点至4.28%。', '标题：美国10年期国债收益率延续涨势 目前上涨21个基点至4.47%\n内容：美国10年期国债收益率延续涨势，目前上涨21个基点至4.47%；30年期国债收益率上涨21个基点至4.93%。']",美国10年期国债收益率上涨了21个基点，达到4.47%。,美国10年期国债收益率上涨了6.6个基点，达到4.222%。
比特币日内涨了多少百分比？,"['标题：比特币突破88000美元 日内涨1.6%\n内容：比特币突破88000美元，日内涨1.6%。', '标题：比特币突破87000美元 日内涨超2%\n内容：比特币突破87000美元，日内涨超2%。']",比特币日内涨幅在不同时间有所变化。在一个情境中，比特币突破88000美元，日内涨1.6%；而在另一个情境中，比特币突破87000美元，日内涨超2%。具体涨幅需要根据实际发生的时间来确定。,1.60%
欧元兑美元涨了多少百分比，达到了日内高点多少？,"['标题：欧元兑美元升至日内高点1.12美元\n内容：欧元兑美元升至日内高点1.12美元，为2023年7月以来最高。', '标题：欧元兑美元涨逾1% 至日内高点1.0924\n内容：欧元兑美元涨逾1%，至日内高点1.0924。']",欧元兑美元涨逾1%，达到了日内高点1.0924。,欧元兑美元涨逾1%，达到了日内高点1.0924。
美国计划将所有国家的基准关税税率设定为多少？,"['标题：美国将把所有国家的基准关税税率定为10%\n内容：美国将把所有国家的基准关税税率定为10%。', '标题：最低10% 美国对等关税税率清单一览（图表）\n内容：【最低10% 美国对等关税税率清单一览（图表）】美国总统特朗普2日在白宫签署两项关于所谓“对等关税”的行政令，宣布美国对贸易伙伴设立10%的“最低基准关税”，并对某些贸易伙伴征收更高关税。白宫高级官员表示，基准关税税率（10%）将于4月5日凌晨生效，对等关税将于4月9日凌晨生效，美墨加协定下的商品关税豁免将继续，对不符合美墨加协定的商品，关税仍维持在25%。以下是美国对部分国家和地区征收对等关税的具体税率清单。']",美国计划将所有国家的基准关税税率设定为10%。,10%
美国将对日本进口产品征收多少关税？,"['标题：美国将对欧盟和日本分别实施20%和24%的对等关税\n内容：【美国将对欧盟和日本分别实施20%和24%的对等关税】特朗普展示的图表显示，对欧盟的关税为20%，对英国进口产品征收10%关税，对瑞士进口产品征收31%关税，对从印度进口的产品征收26%关税，对韩国产品征收25%关税，对日本进口产品征收24%关税，对越南产品征收46%关税。', '标题：日本农业大臣：不知道“日本对美国大米关税为700%”是怎么算的\n内容：【日本农业大臣：不知道“日本对美国大米关税为700%”是怎么算的】特朗普4月2日宣布对日本征收24%的对等关税。在细节方面，美国指责日本对美国大米征收700%的关税，鉴于日本对美国征收“46%”的关税，所以对日本征收“24%”的对等关税。日本农林水产大臣江藤拓（Taku Eto）4月3日回应称：“即使从逻辑上计算，也不会得出这样的数字，无法理解。”']",美国将对日本进口产品征收24%的关税。,24%
纽约期金首次达到的价格是多少？,"['标题：纽约期金首次触及3200美元/盎司\n内容：【纽约期金首次触及3200美元/盎司】纽约期金首次触及3200美元/盎司，日内涨1.73%。现货黄金向上触及3140美元/盎司，日内涨0.84%。', '标题：纽约期金日内涨幅达1%\n内容：纽约期金日内涨幅达1%，现报3153.00美元/盎司。现货黄金短线飙升逾20美元，站上3130美元/盎司，日内涨0.55%。']",纽约期金首次达到的价格是3200美元/盎司。,3200美元/盎司
英伟达和苹果股价盘后跌幅是多少？,"['标题：英伟达和苹果股价盘后跌逾2%\n内容：英伟达和苹果股价盘后跌逾2%。', '标题：苹果美股盘后大跌7.5% 特斯拉跌5% 英伟达跌4.4%\n内容：苹果美股盘后大跌7.5%，特斯拉跌5%，英伟达跌4.4%。']",英伟达和苹果股价的盘后跌幅有两组数据：一组是两者都跌逾2%；另一组数据中，苹果美股市盘后大跌7.5%，而英伟达跌4.4%。,超过2%。
纳指期货的跌幅是多少？,"['标题：纳指期货跌幅达1%，标普500指数期货跌0.7%，道指期货跌0.3%\n内容：纳指期货跌幅达1%，标普500指数期货跌0.7%，道指期货跌0.3%。', '标题：纳指期货跌幅扩大至2.4%\n内容：【纳指期货跌幅扩大至2.4%】美股期货持续走低，纳指期货跌幅扩大至2.4%，标普500指数期货跌1.6%。消息面上，特朗普展示的图表显示，美国将对欧盟和日本分别实施20%和24%的对等关税。']",纳指期货的跌幅在不同时间有所变化。最初，纳指期货的跌幅为1%。随后，跌幅扩大至2.4%。,2.40%
美国将对孟加拉国征收多少关税？,"['标题：特朗普展示的图表显示：美国将对马来西亚征收24%的关税 将对孟加拉国征收37%的关税\n内容：特朗普展示的图表显示，美国将对马来西亚征收24%的关税，将对孟加拉国征收37%的关税。', '标题：加拿大总理卡尼：将对从美国进口的所有不符合美墨加协定的汽车征收25%的关税\n内容：加拿大总理卡尼表示，加拿大将对从美国进口的所有不符合美墨加协定的汽车征收25%的关税。']",美国将对孟加拉国征收37%的关税。,37%
美国对南非的对等关税是多少？,"['标题：美国对南非的对等关税为30%\n内容：美国对南非的对等关税为30%。', '标题：美国对沙特阿拉伯的对等关税为10%\n内容：美国对沙特阿拉伯的对等关税为10%。']",美国对南非的对等关税为30%。,30%
美国对沙特阿拉伯的对等关税是多少？,"['标题：美国对沙特阿拉伯的对等关税为10%\n内容：美国对沙特阿拉伯的对等关税为10%。', '标题：美国对南非的对等关税为30%\n内容：美国对南非的对等关税为30%。']",美国对沙特阿拉伯的对等关税为10%。,10%
苹果公司美股盘后跌了多少？,"['标题：苹果股价下跌8.5%\n内容：苹果股价下跌8.5%，市值蒸发2550亿美元。', '标题：苹果美股盘后大跌7.5% 特斯拉跌5% 英伟达跌4.4%\n内容：苹果美股盘后大跌7.5%，特斯拉跌5%，英伟达跌4.4%。']",苹果公司美股盘后下跌了7.5%。,苹果公司美股盘后跌近5%。
日经指数期货当前的涨跌幅是多少？,"['标题：日经指数期货回吐涨幅 目前下跌0.5%\n内容：日经指数期货回吐涨幅，目前下跌0.5%。', '标题：日经225指数期货早盘下跌4.8%\n内容：日经225指数期货早盘下跌4.8%。']",日经指数期货目前下跌0.5%。,目前下跌0.5%。
美国对乌克兰的对等关税是多少？,"['标题：特朗普展示的图表显示 美国对乌克兰的对等关税为10%\n内容：特朗普展示的图表显示，美国对乌克兰的对等关税为10%。', '标题：乌官员回应美加征关税：不会造成灾难性影响\n内容：【乌官员回应美加征关税：不会造成灾难性影响】当地时间4月3日，乌克兰第一副总理、经济部长尤利娅·斯维里坚科在其官方社交平台发表声明称，美国对乌输美商品加征10%关税将给乌克兰带来挑战，但不会造成灾难性影响。']",美国对乌克兰的对等关税为10%。,10%
特朗普的汽车关税会涵盖哪些产品？,"['标题：特朗普的汽车关税将涵盖轿车、轻型卡车、发动机、变速器、锂离子电池以及包括轮胎\n内容：特朗普的汽车关税将涵盖轿车、轻型卡车、发动机、变速器、锂离子电池以及包括轮胎、减震器和火花塞电线在内的小部件。', '标题：特朗普25%的汽车关税可能使美国汽车制造商损失1080亿美元\n内容：美国汽车研究中心的一项最新分析发现，美国总统特朗普4月初实施的25%汽车关税将使美国汽车制造商 2025年的成本增加约1080亿美元。该机构周四发布的研究发现，底特律汽车制造商福特汽车、通用汽车和吉普车和公羊卡车制造商Stellantis的具体成本将增加420亿美元。研究估计，底特律三大汽车制造商每辆车的进口汽车零部件平均关税成本为4911美元，高于整个行业每辆车4239美元的平均水平。在进口汽车方面，研究发现整个行业的平均关税成本为每辆车8722美元，底特律三强的平均关税成本为8641美元。']",特朗普的汽车关税将涵盖轿车、轻型卡车、发动机、变速器、锂离子电池以及包括轮胎、减震器和火花塞电线在内的小部件。,特朗普的汽车关税将涵盖轿车、轻型卡车、发动机、变速器、锂离子电池、轮胎、减震器和火花塞电线等产品。
特朗普宣布对等关税税率后，美国两年期公债收益率跌至多少？,"['标题：特朗普宣布对等关税税率后 美国两年期公债收益率跌至3.834%\n内容：特朗普宣布对等关税税率后，美国两年期公债收益率跌至3.834%，为3月11日以来最低。', '标题：特朗普暂停关税后，欧元区国债收益率飙升\n内容：在美国总统特朗普暂停对大多数国家征收对等关税90天之后，欧元区国债收益率飙升，德国国债领涨。Tradeweb的数据显示，10年期德国国债收益率上升12.5个基点，至2.699%。此外，在特朗普的立场逆转后，美国国债收益率大幅上升，不过在今日早些时候有所回落。']",特朗普宣布对等关税税率后，美国两年期公债收益率跌至3.834%。,3.83%
